record_time	model	dur_train_activity	dur_train_subj	dur_train_both	precision_train	recall_train	accuracy_train	precision_test	recall_test	accuracy_test	method
1/12/16 21:18	svm_sgd_run_11_fast	0	0	114.63	0.72	0.65	0.65	0.72	0.65	0.65	both at the same time
1/12/16 21:20	svm_sgd_run_12_fast	0	0	115.57	0.7	0.62	0.62	0.71	0.62	0.62	both at the same time
1/12/16 21:22	svm_sgd_run_13_fast	0	0	114.66	0.71	0.59	0.59	0.71	0.59	0.59	both at the same time
1/12/16 21:24	svm_sgd_run_14_fast	0	0	112.84	0.72	0.64	0.64	0.71	0.64	0.64	both at the same time
1/12/16 21:26	svm_sgd_run_15_fast	0	0	114.6	0.71	0.65	0.65	0.71	0.65	0.65	both at the same time
1/12/16 21:28	svm_sgd_run_16_fast	0	0	113.24	0.7	0.6	0.6	0.7	0.6	0.6	both at the same time
1/12/16 21:30	svm_sgd_run_17_fast	0	0	112.98	0.72	0.64	0.64	0.72	0.64	0.64	both at the same time
1/12/16 21:32	svm_sgd_run_18_fast	0	0	112.98	0.72	0.63	0.63	0.72	0.63	0.63	both at the same time
1/12/16 21:34	svm_sgd_run_19_fast	0	0	115.85	0.72	0.66	0.66	0.72	0.66	0.66	both at the same time
1/12/16 21:36	svm_sgd_run_20_fast	0	0	117.74	0.72	0.63	0.63	0.72	0.63	0.63	both at the same time
1/12/16 21:38	svm_sgd_run_21_fast	0	0	114.84	0.71	0.65	0.65	0.71	0.65	0.65	both at the same time
1/12/16 21:40	svm_sgd_run_22_fast	0	0	114.86	0.73	0.66	0.66	0.73	0.66	0.66	both at the same time
1/12/16 21:42	svm_sgd_run_23_fast	0	0	114.08	0.71	0.65	0.65	0.71	0.65	0.65	both at the same time
1/12/16 21:44	svm_sgd_run_24_fast	0	0	114.11	0.71	0.65	0.65	0.71	0.65	0.65	both at the same time
1/12/16 21:46	svm_sgd_run_25_fast	0	0	111.8	0.75	0.63	0.63	0.75	0.63	0.63	both at the same time
1/12/16 21:48	svm_sgd_run_26_fast	0	0	114.81	0.72	0.67	0.67	0.72	0.67	0.67	both at the same time
